	Orders	Grassland	Wetland	Forest
8bd56210a2227d16c025f64fb96f88e6	Diptera	0	0	0
8bf102d33df063661a5f7fd92ad36329	Diptera	1384	0	0
8c0c617bbcdf57e12c7d02421485830d	Coleoptera	0	0	0
8c641bb245408bc879a6e6595c9153bb	Sarcoptiformes	0	0	18
8c703431ad65878d839253802039b23c	Diptera	302	0	0
8ca6548fbba15bf5a646690c8055e9c1	Diptera	214	0	0
8cb08fbc4543436f1ba614a23546daf6	Diptera	0	680	0
8cb32ac3b35d0d58d2de9c75157b6bfa	Diptera	83	0	0
8d41a51f977d815b08eb463fb451ba50	Diptera	0	0	0
8d558375ebc6936d86168982fc8acb51	Diptera	37	1507	0
8d8a40c21248bcf529bf2e22678e731d	Diptera	0	0	0
8dc6bc140af71ebda100d61126a4fdf1	Diptera	0	0	0
8dc88391556d49c40da2827388286ec7	Diptera	0	376	0
8df0ee9ff6e17445149d20088ea13c07	Diptera	0	0	0
8dfdc5c1c340573f2921437a9881d8a8	Diptera	0	13875	0
8e16dda5218a8d1bd9e921c08b641580	Diptera	1476	0	0
8e2cfb92d0044bbfd1edb6d087992976	Sarcoptiformes	0	0	0
8e51425bf21136964036f407bb6c462f	Diptera	0	13353	134
8ece3a0f70e7e28ca9153bfe671a1f72	Diptera	45890	53545	32323
8eedbc8c9ca5887ce04d949ecb1e34dc	Diptera	5861	2148	0
8f695598adfd32ba1061890dc8afae39	Diptera	9612	781	0
8f8caca5272f3e388870200ad5b73175	Diptera	0	0	0
8f9756a1da2f6f2e55edca6ee53d2d48	Diptera	0	0	0
8fcfbc5cedc51e1a2066928c461ec3e2	Coleoptera	1705	42	0
8fd1d9253037bbc323fe66ed24c2124e	Diptera	3182	1232	0
8feb5013297dad9f57b67a15d53eac7e	Diptera	2557	589	0
9028228692af03fdfa0a8b6670c32774	Diptera	0	0	0
903574a630c5d7c0094ce26fa4270d1d	Hymenoptera	0	0	0
90442b5989775930a8935f25def27f85	Diptera	0	0	0
9063e4f46d2e74cadf361c6e9e6cf87b	Diptera	5973	28	0
910b2d8aa9d15527e5a4d0ac095250fa	Diptera	1439	0	0
913b6e227402e759445678b8d36cf6d7	Coleoptera	0	0	56
91a94b51fd5f62e1558fe40bf69160d0	Diptera	5925	0	0
91c7d66f95b49be9db915abf5e242c0c	Diptera	0	0	0
91ce9f529d6539efb60b3ceca90e5210	Diptera	0	0	0
91ec0a271c23f8bc4a508246889998e4	Diptera	2803	0	0
921225eb6135395b26c5f911fd9d7bbb	Collembola_X	0	0	0
9237c71ef50e185eed398702ae52306b	Diptera	0	0	0
928038020b2729a68a721cea1f42fcdf	Sarcoptiformes	0	0	0
92aa915c785f617bde5dc94dd54988ca	Diptera	0	0	0
92d95698bda5f21b927dc078ba4d5116	Hymenoptera	0	0	0
92f64aeea94131aa61b78c02a03098b4	Araneae	0	630	0
9309fca217d9800fb767aa2326db8568	Diptera	13410	0	0
938198a14ca294bece7e8bf730da7747	Diptera	4448	0	0
93b8d0a6aa7981b20e6f6351359b6328	Sarcoptiformes	18	0	0
93df749a70c379303f3b0074c628032f	Diptera	5070	0	0
93e9e35f4c70ba6856dec7f2f418529a	Coleoptera	0	0	0
94512dde6ea085d8cc2a2aad861d3e5a	Diptera	1215	0	0
945a81cc19ab2d132e5deb4d9c6485a0	Hemiptera	34	0	0
946e385d3a1a441220a0a70265c232bf	Araneae	0	1187	130
946f7b79f043e428effbf9e92098c744	Thysanoptera	108	0	0
9482f2f1ee8f900e39bd97d7240ebc05	Diptera	0	3081	0
94849d12816adbb2d79f81f384f1fa81	Diptera	0	0	359
948bf850190181c61c171844eade3116	Diptera	0	0	0
94c308fdf1f446a1c8f93c2d1c529236	Collembola_X	431	224405	758
94cdf12a6c45d321461e65af6cf1d4a0	Blattodea	0	0	0
94eede84f78a0aa90433ba6a6ff0e54c	Diptera	876	0	0
95258f8677882bd1d1893d784b64a90d	Lepidoptera	8	0	0
957133a4d920a0f97704105a2fb98026	Diptera	498	0	0
957abc338e17bc682f83186f5ca45f2a	Diptera	0	0	246
95990c10103a4c6025d1737f7d2dfdc3	Lepidoptera	3707	0	0
95a53913f357ae29d0a05e6422eb9e55	Hemiptera	0	0	0
95abb202899ff7ee9b36bd96ca0dac03	Coleoptera	0	258	200
95b0a279a3a5a4ca0ca68c6693eae01d	Diptera	8	0	0
95b20539375d2b2cf35b87b93a5faa73	Hemiptera	0	0	5085
95b649a6e3e61eb9b8092e3b7a2c9a79	Coleoptera	3279	0	0
95e720c566cca317d23953f1bdbc3539	Diptera	0	312	0
960dbe9c8b66b2bed6b134344fbd3a38	Diptera	0	0	433
9686edad710917e28d42a0d13644ae5b	Diptera	17	0	0
96a5df74433c7d7fe4e53767c0604f9d	Diptera	0	0	0
96c76fbd3b751603dc539a4187b077ee	Diptera	437	0	0
970057df9ddaac5429b5a73bd78feac1	Hemiptera	40	0	0
97186e94b94be71b9e4a1b44815eaf67	Diptera	3522	0	0
971ee8ad04417ebf1a92c3e985abdf5c	Araneae	0	0	0
973b30c5c0e0ab929677831ff6a20c53	Diptera	0	0	596
973b7209cbb74d372a99c5725e983d6a	Coleoptera	0	0	0
97a15080f671ded77aa8a6da6ec81e02	Diptera	169	226	0
97db30877d4636f812c31b90512e1f4f	Coleoptera	0	0	0
97ed0e26771a9331b1a6797f0227ed45	unclassified.Insecta	0	131	0
984dd32af8299f92c8908d9b38cbbe1e	Lepidoptera	13183	0	0
98914b74abe3ef1ba16317574a7787e2	Diptera	0	0	0
9893b8f4f56e4ad5d6241601daf9eb01	Coleoptera	181	0	0
989707209347ca736b0d7150396c2139	Diptera	2233	0	0
98d33bf2fc41001e73f068b2db890868	Lepidoptera	0	11171	0
98d9a2193d0601b97ff4c914f01c3043	Diptera	2600	1388	2556
98db0398cf1ae9424276c1056148950e	Diptera	138939	14098	2341
99285cb1c5f40199ca75933a553b5730	Diptera	296	0	0
993ce0fb4fee434f80cdb1171e0b363c	Diptera	336	0	0
99c3aa36c8ec396224f886359dc6eb6a	Diptera	0	0	54105
99f298c8d904cc888cb610336b8bfc99	Diptera	0	0	0
9a13e841c39bfa4a04ecfdea4c870b2b	Sarcoptiformes	0	0	0
9a1a5d6a4bb756d9de6061df114b4133	Diptera	2230	890	15687
9a2231ef694b5c92639cb3fdf236ec56	Collembola_X	0	0	0
9a571154ec544af6838b077648273029	Diptera	56	0	0
9a5a36ef79dbc9492751d3b0a6fad92b	Diptera	1006	0	0
9a5fb521413510f048aaa32fef5cd824	Collembola_X	0	0	0
9a71bb490cace63d3a284e553b4296eb	Diptera	0	0	0
9a8d3540c476c2622cb4a710ccdfebeb	Diptera	0	0	0
9a9eb75977dcb0ed9e260001fd8181f7	Diptera	0	0	0
9b57f05475c0f368b3018aa16c7c7fd9	Coleoptera	0	0	436
9b82fc31adc0b6c4e3d3a6c11dfe76f9	Diptera	0	0	1352
9b9141f942d1fc59462b66281989d55e	Diptera	0	10167	0
9bab0f60a82643e553ce795dbb8b2ca8	Diptera	216	0	0
9bbe3dda5992925db7d2ba3ee26ef73f	Diptera	0	0	0
9bd1bc154b7188754dc9bca8cd3f0294	Diptera	0	0	0
9be43d0e0a75b13c34c5cb4caea53809	Diptera	0	0	0
9c4d591d4858d675f413aeee25738f35	Diptera	459	0	0
9c4e9c15c21b64449f2daafedb0e5027	Diptera	3709	0	0
9ce3d524141848942a0390f7254fbb43	Diptera	2297	7129	210
9d50f7b14fb8468c92f997ed3a317994	Coleoptera	101	0	0
9d7eae7d44a85979a142c918d13840dd	Lepidoptera	0	0	0
9db620c995c807772b34791317d2c559	Diptera	0	0	0
9dbe8d809ace5e87bdfdeebc1022df4d	Diptera	934	0	0
9ddcbae7d823ab4520a999d139940fb4	Diptera	5112	0	0
9e5a4e7697fefb69a6aa7b07bab108dc	Hymenoptera	0	0	0
9e6e15ab2703edd626054ae72d461b87	Diptera	305	7419	0
9e6f5bfbee50e93a0eedab08b5ffc4a3	Diptera	0	0	0
9e7594486d2875bf407f60477fe91b7a	Diptera	21314	776	0
9eff943dfbadd172d1e0aeedb94c419b	Hemiptera	62	131	0
9f284dd48161a965979018ef780db50e	Diptera	0	5544	0
9f3bdda8c8c03ee6b779599a7b1b8e91	Diptera	0	477	0
9f5868c11eddabe59750c5d592c12546	Diptera	12092	1515	0
9f5feafb15b9693ac6d6022b4a7d0e58	Hemiptera	155	0	0
9faf1a3ca328516f69ba223baa10e4c8	Diptera	0	0	0
a03e455233f1e3f87c001192ab111e54	Diptera	103302	0	0
a0578df17c89d34c49f92649854b45f7	Diptera	10539	132	3749
a06347b0acd8ac489a915072e02e70a2	Diptera	4	0	0
a06acfd40c892af98ad042ad3799274c	Diptera	0	0	0
a06d513ce9aa28a391d2f9f696856dec	Diptera	1237	0	0
a0862cb23342700f0d1fcc4a75b7b908	Lepidoptera	0	0	0
a092a5601d1dcc8d278173cd98af2d65	Hymenoptera	0	0	13
a151fb905fdc1e38265559d293f8d566	Diptera	0	0	10676
a1b213b621784a7a33ebbce1dbd50e3f	Diptera	0	1263	305
a24e4c359e56fc9da6f46468b168c6d4	Diptera	0	403	0
a28b91297712ab4360a4490edd15a865	Thysanoptera	0	0	1412
a2970afcd8dc4ced0d1a6c3199bbdfcb	Diptera	0	0	0
a2bd67c0b3b90ccc8c1d23f1054b6bde	Diptera	2471	0	0
a2c1547aab882c0b2402b72a71da716f	unclassified.Insecta	0	0	0
a2ff702eefd8035b2662c9db189f9a74	Coleoptera	0	0	0
a31131b273b578cf87daf07665fa7483	Diptera	5	0	0
a31143544f7cf6576ccdd6db9aca8c5f	Diptera	0	0	0
a3335f16a1dd7b60d02a7693472d3c99	Diptera	0	0	0
a37a508487179d4b1978c751b3a73860	Diptera	0	262	0
a3afc417d45e643ee85932ffa462ead6	Mesostigmata	429	405	0
a3b3a8838faad37bb6ec35a61b919e18	Diptera	0	0	0
a3bc592ef3c6c57c1800345375c0979a	Diptera	15501	1447	17831
a3dab4e5641703c695800fe7817cbc2b	Hemiptera	0	0	1283
a3f5a28efeac94e9a1fade79a89d374e	Diptera	96	0	0
a416d41ab8dbc777d7e08773ff9e0eeb	Diptera	0	0	0
a41d06d74dce83d5779c87b86d3098c5	Coleoptera	0	0	0
a45e5841ddf4cbd0f02b534e4dec4c98	Diptera	15455	0	0
a4a149dad650799ff3286f3bb1303cdc	Diptera	0	455	0
a4b4dd1ac6daad6034bc92d09ace1d8d	Hymenoptera	71	0	0
a4dc2af93499a8b2a451517d408676dc	Diptera	3	0	0
a51d794f17a2eb443d7c69c87fa5c9a3	Diptera	14926	1717	4959
a51f8bf03ee63817fd8422fa414f6a95	Mesostigmata	109	0	209
a5558311e0ac3eadc3a9bd29d78f0aac	Hymenoptera	16290	0	0
a56966d10bec431b2fc79bd0b00b1cab	Diptera	890	156	0
a6fc9c0b1a0be458b55cff0369638ff7	Diptera	129	0	0
a7193b21a362b7504cd1f430836a9fae	Lepidoptera	0	0	0
a74b6dfe271ce7532d7f1021642ad923	Coleoptera	1095	76	0
a7831d997f43f6d80f41e27a00363b35	Diptera	0	0	0
a78ebfe7319a5f25c4da0c40fbbad111	Diptera	0	0	0
a7def8e3be0bb6501756ac0664881a8f	Diptera	2666	1249	0
a7dfb2dd9f0bf924253e30ebdf180f00	Diptera	0	106	1570
a7f087ce9a8011789da9e46fa27df97a	Coleoptera	0	0	0
a7f8f1bb887b8d994becc28787ecb079	Diptera	0	0	0
a7fbac44c6fad558a6ead37ab5fbc5cc	Diptera	0	603	0
a85961e4da97d8e465ab0bb78a4175e6	Hymenoptera	93	0	0
a8c65bf23d2671e8f7cb484a43944396	Diptera	0	0	0
a9230ce92f497e9b426286c406d9858f	Diptera	0	141	0
a973d75ba5104a58e2b63b97c515cffe	Diptera	44	0	0
a975c66140e53986c6dbe8e6cbb48aba	Diptera	1229	0	0
a9829313a32edc96585e40d4172a05dc	Diptera	4989	0	0
a9c744c28729fc3e5f670e8b9e37a5da	Collembola_X	0	27135	0
aa147840feaaa68a6ca417389b5b1e44	Lepidoptera	0	0	0
aa5d78019ce3eba88edcb9de44c1028e	Araneae	0	5425	0
aa927e1223b96870d2c0c289a92f6c3a	Diptera	0	312	0
aa932537c27cc42b1466416c125019f2	Lepidoptera	0	0	8781
aabfde6b15060820fadecc2cfb3c4897	Diptera	651	315	0
aad120b76d6c88883505b98f14b938b1	Collembola_X	0	0	41853
aafd1bfea8f919fcfa617ed716624d80	Diptera	0	0	0
ab0f3b0fec79ea664669ccd92db8e895	Diptera	14972	0	0
ab693c4b06f982a3fef9964775027a1d	Araneae	0	1545	0
ac07d09fbbeb9fb8d96e7f64d047bc89	Diptera	1259	0	0
ac42566dec858125c021ad8604122463	Hemiptera	0	0	0
ac4666975df5a5a3d4579e5012e395e1	unclassified.Insecta	0	0	0
ac4e35a04d5793e1ba63fec5e3cea885	Araneae	17949	0	0
ac62ff744421a4bb35a8ddd3eaeb5208	Coleoptera	0	0	0
acab510fe04f57e33e61f0cca08aceca	Araneae	0	2245	903
ad182bcafbb40463f5eb597452d2e46c	Araneae	0	40	0
ad37e3e8c045a50434966322422c3f68	Mesostigmata	0	0	63
ad5032929fa5caec71f8a78bf2b58087	Diptera	0	270	0
adb3540b6faa89be323373260cb6c3a0	Diptera	1124	0	0
add107fb66d3dc4659abdfd14f914f9e	Diptera	0	2	0
adff685a74265f515211d3d2f93424e8	Diptera	379	0	0
ae4f7d513d0c1ec7e993a6c15842371d	Hemiptera	33	6684	362
ae6a0f26beb60e50bf4507890ea90d56	Diptera	3719	0	0
af073a9d42fdb1f0f74a6e8c9674f082	Diptera	0	0	0
af111059e89f0c2084dcf8f46fea0869	Lepidoptera	0	0	0
af5e7ab6697237193beddd2384265b27	Diptera	0	13	0
af6bf74e09080f375e633f5ac722660b	Diptera	0	392	0
af92a7e1b98d227e4d9cbbcd995018ef	Diptera	3	0	0
afb080d06c1c7ef8660a5b354185e7e9	Collembola_X	17067	0	0
afb8dcfc4d8ac94ecd55a88cb7d88c0d	Diptera	0	0	0
afe13f24b5286c008d23446ddbfa8ce5	Diptera	0	0	0
afe80d0b718c2154089a25fc00391377	Diptera	1746	0	0
aff0b1b2a9ef5ee8c8c6938d5a86ba5f	Diptera	0	0	1244
b00fe84514e0a33bf1b4ef9438a395cc	Diptera	0	5478	0
b035c11c4802ed1b636c8347246ebecc	Diptera	64	115	304
b03f2db9a9a62592e7d3b7a096905a80	Diptera	2045	0	0
b04724371b420f10879cdd11db705f9d	Diptera	70	153	346
b0538f2d21b92a99f9803803b92ce0b1	Diptera	0	0	0
b05df7a1b4d907292a3973d49c631f4c	Diptera	75	0	0
b0656e1781bfad312ef3b2b921a8c233	Diptera	343	0	0
b07a3bb4a9aa60a1bb4af8d4bbb83941	Coleoptera	58	0	0
b0cc2f479610649ec9f9264e26665fc8	Coleoptera	0	0	96
b0ed7eacdb00c223b04dbd26b566e0df	Hemiptera	0	0	0
b112c9946da28cbb79c258250c227dd7	Araneae	859	0	0
b1498d09adda3e9794e204774ff73d19	Diptera	0	0	0
b168a7db170b7621574676b30eb04fa0	Diptera	517	0	0
b175780f729470c5c340c7f5f9f5c244	Diptera	27010	0	0
b1afa8cb501687595b3424cb8d34b0c6	Collembola_X	0	729	0
b1d31618ca9b242fcdc97aca7fb2deb2	Diptera	14405	0	0
b1decccd7f3e44d29467f27404060df9	Diptera	0	0	0
b1fca211a6e811154e4108609b3dc243	Hymenoptera	0	594	0
b21a42614a471a03a049f6d4b521d0a2	Diptera	0	1	0
b23a31ed11d5e78969ee1ff6023375ae	Araneae	1195	0	0
b23d946913f39428c6e392feff4512b6	Diptera	0	0	0
b2601c130d616a01830a0eb5e515fcf3	Collembola_X	0	0	0
b26e3bad4c51703d3ab6b2dfa97b61e4	Thysanoptera	0	0	0
b27a81f5b3d2602f56dd20c10ff8eead	Diptera	343	0	0
b286c405973a764e9a6c893b2a359308	Diptera	0	0	9298
b2c504ca5b942adda1a1a7a0e3a8d798	Diptera	93	0	0
b2f7e18882bfa72c8f05cacf712ff11b	Diptera	404	0	0
b3dd17772cfa896a58792c9453b5aedb	Diptera	634	0	0
b3f2ab02f525d72e07c56f25226f5f82	unclassified.Arthropoda	605	0	0
b49e3d569cf3f70ff17379506c11956a	Diptera	0	0	0
b4a34d2957ec026606bf5d77b2313c2b	Lepidoptera	0	373	0
b4da3d5aa4950e26ab6c30d832017db2	Blattodea	0	0	0
b4e1cbb6aa772095de6dfd9094682458	Diptera	0	0	0
b500ce5bb1eb9e5dab973d4c34246611	Diptera	1279	0	0
b5265081d383f218d4ae9645760d4794	Diptera	0	0	0
b527961f359a954290d95df4e7947582	Diptera	858	0	0
b542a8d85a7e5f62e1b08e1be9063bc9	Coleoptera	0	0	0
b549a2baf00c6c566d2af8ad86d59815	Sarcoptiformes	0	0	94
b54dd437f1618aacc63fbc5e24f09c6a	Hemiptera	0	0	4387
b570c5e0edb597cc7d26656b0282597d	Coleoptera	0	0	0
b57fca86ebfd5b10b11517c4e6e9914d	Diptera	0	0	0
b5c707461cd591c58221ea1abca6f7fc	Diptera	0	0	0
b5c724176d90b168af531f8ce143ad45	Diptera	0	0	0
b632121db1db47d8778b64d47294882c	Hemiptera	0	1607	1826
b66aaff8bb36c5fffd20a7b0b6ab6386	Diptera	0	0	0
b672caddcf422b59f913b620265cc5f7	Diptera	5223	0	0
b68fb2bd47b7c41786c42c8d92260b22	Diptera	0	1292	0
b698a23f75d7077f2572e9fccfe1a018	Diptera	0	0	6543
b6b61b0e102ee52df7bf1b6905ec563e	Diptera	0	1605	0
b6f3dd017c6dbcaa9359e1e15e9718b6	Diptera	125	0	0
b79f3440e15765643c143727e3e3a279	Araneae	0	0	1264
b7f9ef6e22b581c2809463bd1465cc14	Psocodea	0	0	0
b82d79e95824017484e773176070a1a9	Diptera	12114	0	0
b86102fff88bb5fa23dadebde3f5bb58	Diptera	0	0	0
b8a174467614619b86d9dc16cf2ec5b9	Diptera	5476	0	0
b8b10e6317dad910c41c378db0d76b44	Collembola_X	16702	0	0
b994e5a357690f568af230021be112d6	Diptera	0	0	0
b9f4b1591b1c38d0b7da11da3fa91f34	Collembola_X	1133	0	0
ba8106f780c8abae53c60044a14b205b	Thysanoptera	0	29	0
ba84b08f63335144fa5ac0d03d12d1ed	Diptera	11922	3625	0
ba95b6ccc1833ca94a17bf8311ea47d0	Hemiptera	36	0	0
baa95ee8f1ed69a2711de2f835c4bcc3	Diptera	10434	0	0
bae084000458a24249f40eb3aa3003e4	Diptera	32	0	0
bb1ce4b257fe65c336592fb2ca4ff87d	Coleoptera	0	43614	0
bb455624a1ab1d2faacd14b541264dcb	Coleoptera	0	684	0
bb58ac987f7d4959c267b0a9b3ac6243	Diptera	5477	0	0
bb780372dacc300a82e868a566e727b9	Diptera	156	0	0
bb80d104e83b4b2a4663fff7b6257026	Diptera	147	0	0
bbabc9b29685e8c1feac4d0c46a88344	unclassified.Arthropoda	0	0	223
bbb58ca8f33ddf46721bbc0dbba368bc	Hemiptera	423	115	0
bbb66d2403b86af0e97ecde0dfd3f3e5	Coleoptera	0	5	0
bbc2580bd602b6d550696ecd9679c216	Lepidoptera	5417	0	0
bc76d6e02450c7e521f9afb2d80420bb	Diptera	1810	0	0
bcd5740fe4a2133d5b6892db48d5a804	Diptera	0	218	0
bcfbddd6dd59efa248321523cf064366	Diptera	0	0	0
bd1559bdc3de093481effcc9846f142c	Diptera	0	0	0
bd6df4566f5560e93e6e84aea45abe29	Diptera	0	0	87599
bd93cefd6635890971ae2f41f2a1916e	Collembola_X	0	11374	0
bde4ec3d34abb3a46d1f5ead0a5c9425	Diptera	0	0	0
bdfae1d233dcb00887a0596f9ead06cf	Diptera	6729	0	0
be38fa081fe144b4dbc37a925e490cc3	Diptera	16568	0	1533
bf116d0f019e704ec516fdee0c4aeeff	unclassified.Insecta	0	555	0
bf7a1798e2089fd4d8ce6614d4d820db	Hymenoptera	0	0	0
bf8b252bc9b013309753ee1092e02265	Diptera	35898	0	0
bfa53cc93862cb0dcb7b9341e4c724a6	Diptera	0	0	0
bfced0a902e572fdf3771f39ce7a9d8f	Hymenoptera	198	0	0
bfe628ee036bda43da2290e9c6381883	Diptera	0	125	0
bff6ffecbf0137f80a797a754eded190	unclassified.Arthropoda	0	0	19
c045f8704f40c9451b47c4a952c16a13	Diptera	105	0	0
c052d3dc6c10b682a6bfc930d6191855	Araneae	0	449	0
c0547a00fe627921881bfeb5d80b3de1	Diptera	0	0	63
c09447ba4a0c47b74b2efe96f39d00fa	Diptera	639	0	0
c0f5bd971c1386e52b4649f4bd992daa	Hemiptera	0	536	2350
c10bb45c6834a6487dbf9b385aa6f0d5	Collembola_X	6	0	0
c12dd5af72943816d4fa6ee29107593f	Diptera	0	0	1684
c12ea6812a557e09d85f3b471a76b110	Diptera	2018	0	0
c1572db90ee091dfabe89e000d019005	Diptera	40215	0	0
c1733dcff5cad798991b95d7620d4fcd	Diptera	0	176	0
c1916c7db3720b6b8851576a5f1ae523	Diptera	0	0	0
c1967be84e0b556555ce65c60e821771	Diptera	0	0	0
c1b0452be5c5e2830026829f37c6abd4	Diptera	108	0	0
c1bcf7650e865740aebb037fb0682c70	Diptera	7964	0	18
c1dbb87c519934f02f392fd29c005d27	Hemiptera	29032	0	0
c1ea9e0eae303acda86bd98ed56459a2	Diptera	16650	898	0
c1fe2f4e7e51ffd2815ea882c52c60a6	Hemiptera	0	332	0
c219c61e2f8df97542545e835ee85f30	Diptera	0	284	0
c2772f988c913cb40104c12145fc7781	Diptera	146	0	0
c295cfabc16f12688b46c070741addc7	Diptera	62	0	0
c2f1120f5be9f9d393349d49301241bd	Diptera	0	1150	0
c2ff3dd94472b19698691c5ef31d8bd8	Blattodea	0	0	0
c3efde3a571f3e7f9a7384872c443caf	Diptera	0	1776	0
c447f39745be7a37ffba880f103f8f3e	Blattodea	0	0	0
c47afdd244d5f4781d244cc59bb08f73	Diptera	321	0	0
c4c4c7df9bb157381385b54d80d63b07	Diptera	0	0	0
c4fe670a2d4a625337990e4bbc4ddbc5	Diptera	14987	140	0
c50517dacaa9b5b81bc5027aeab2fa4d	Psocodea	0	0	13216
c51a616500835110b166381a24d643f7	Diptera	0	0	21843
c52c2c19c95e5febd6337e4bd1820ec4	Diptera	0	0	0
c55c92da3a16ebe81d190874ed3cf23c	Diptera	0	21721	0
c55db33a03a995a8915c0b8d5354adc2	unclassified.Insecta	0	0	0
c5658ec55073b55ff4cf0212ba2017fc	Diptera	0	6843	0
c5a4270263b2ae72ac63ab2af6d978bf	Diptera	0	0	0
c5c121d8206bb06ad2a525974ecfb1c7	Hemiptera	0	0	0
c5d871cdb6635f0c9ab6480a1a3fce2f	Diptera	877	0	0
c5eb561704d473fb591ef2cd27e7fd1b	Diptera	0	0	0
c62c262f285a97d34d0663fea4648a29	unclassified.Insecta	0	84	0
c63566c829e56b35d409d5f06baaac76	Diptera	592	0	0
c6acf4b884f79ec0f905ba66fa6d615a	Diptera	0	0	0
c7047efb851a25b4c93239b7bda81026	Coleoptera	0	0	0
c70da7b7a8ebf9ce0f49a2e76bc869f1	Diptera	0	0	724
c770911a339a6eba76baa34cfa6dddd2	Hymenoptera	0	27	0
c7818ec3facea57a519657e91d1a1744	Diptera	0	37	0
c782f3d4846d1d70cbe02bb4c5ea0173	Diptera	7548	0	0
c7bac0a4b16aa3ffe06c9782c238822f	Collembola_X	0	24516	143
c7e55df973a207fc575a1be8095d6d02	Diptera	0	12652	0
c7ff3001f84b82823a5e862b40ea221f	Diptera	0	26	0
c8018084417cd2b4c0ae43484c509625	Coleoptera	0	0	1484
c818f9c0ef746c536467472f0d1203b3	Diptera	0	1165	0
c8495c70dfc040a16c25177189aee573	Diptera	473	0	0
c8587b7d432155fc315562f5c7bec495	Collembola_X	0	17083	0
c85a76d62917c0fd6f24c3d8cb43ca4c	Diptera	0	6450	0
c8a7e2b4b73a2f1e4449d8f48cdfe02d	Diptera	0	0	0
c8b44d8695bbc7450961de7e92207fe8	Poduromorpha	0	0	0
c8b758921357954e94d32985c86f4afb	Diptera	0	888	0
c8c11ed617e7ea3c542c84dcb6275863	Diptera	97	0	16469
c8c4fee89303459a262700e0ac0659b2	Diptera	0	0	0
c92e34888e465dd520b044460dd686e4	Hemiptera	0	0	0
c985f47e2cda6cf87c766156110fef0e	Diptera	105321	121540	163560
c9abe3a3651929c35fb199046d539536	Hemiptera	4	0	0
c9b92d9660ef7dea1c88a23600523d4d	Diptera	0	0	0
c9da7674e1c37115e7453a6f97e2c967	Hymenoptera	613	0	0
c9f17617ef7c6808763f6511005d5a5c	Diptera	0	264	0
ca1c3528d1c9ca7106396a31dcd77313	Diptera	0	0	22041
ca1e66d2ba011cf25d95b00e0f8cdf3b	Diptera	17011	0	0
ca5797383f2df6b5d8eb09014a9bd99c	Thysanoptera	23	0	0
ca8526665a3cb07cc866bcfa46d72051	Diptera	29395	0	18546
ca8537eb2d4b2f95e7b9c332f5eb677f	Diptera	0	0	355
cabe5529f493fc5c977e2306c73e55bd	Diptera	1	0	0
cace0170c533f595812c1849a9b14a47	Hemiptera	1168	0	0
cad0f963d0ea37cc139ece517f489a18	Diptera	0	5463	0
caf246532a87c3bbb8ef2513e9e1f1ce	Coleoptera	0	0	47
cb0c6c911bfdd39dee9625d5bff1d728	Diptera	936	0	0
cb1a1ea41970a98813ba4e6a2953239a	Diptera	213	0	8122
cbce9719ebed7fb6a7d096d99ad492b4	Hymenoptera	17	0	0
cc0c64e4869ee1d15e628939c34d355b	Diptera	0	0	0
cc22c5faa6c7e479e0dc27e490c00db9	Coleoptera	69	0	0
cc47d93d12dee8148f053f44a4552073	Diptera	207	0	0
cc4adc0156a252ff564968fa340451cd	Diptera	5	0	0
cc805f0f369da3c43be742776835365c	Collembola_X	0	0	0
cc8196586e8bd12f2a9c58e2d15f01ce	Sarcoptiformes	0	0	1603
cc9226d200781e7d301f771f2ddf6d88	Diptera	0	0	108
cca3cf9268deb204f436a52212ac1127	Diptera	0	2009	0
ccbf0d6466d315267b7867982f6cc66e	Diptera	379	0	0
ccde0e19854698d2a0161226777132a3	Lepidoptera	0	0	3641
ccf9dfd3c27c0c28d4d90b90c1d51cb0	Diptera	0	0	0
cd046715706a665d7ee6b2994df3f933	Collembola_X	9728	37808	34601
cd4419a020721ecb67c0598d1373ec9d	Diptera	0	0	0
cd7d5dca88ad568c8b9ba5caba2f7515	Diptera	0	730	620
cd7ed94c151de94828ed2c7dc54ca86c	Diptera	0	0	0
cd866bff778b234959d4a7d6b324400a	Coleoptera	0	0	0
cdac7cd3abc5ede924f36e049e7d41fb	Diptera	551	0	0
cdb78c9c2f181e2d2fed31730a93f3c7	Diptera	0	0	0
cdb81635bbc65ed2fe20d5e50780dcbd	Diptera	0	0	0
cddc8f7643af2710913956b4591e23e2	Collembola_X	5858	3386	181541
ce65cbf08776673c2af92ea81c688372	Diptera	0	922	0
cee25049d8902e1042858a6eb6dd9c53	Diptera	246	329	0
cee4a69b4401dbbe8f67c2a9a8198012	Diptera	1771	0	0
cf2a46c915d29e406b640b526c2674c5	Coleoptera	0	0	0
cf627a1f1b88c8e997f1be6f8196dba4	Hymenoptera	85	0	0
cf8251a3096506d0f67bfc2630fc3cee	unclassified.Insecta	0	0	0
cfb60439526b7e25a1bab60ab7146006	Diptera	2019	0	0
cfd60b34a41127a542797ed9ab37c073	Diptera	1930	0	0
cfef621773e821a992695085481b8533	Coleoptera	0	14703	0
d002efc40a83c76e93afeff16c128c41	Diptera	926	0	0
d0068fa569abf10957fdde1923b635b5	Diptera	5657	0	0
d016ac69197cc7d33c76b01a582d75ea	Diptera	75096	34978	0
d01fb9fa07c8f76eb6e3effd5f391b13	Diptera	1399	232	0
d021f93a9b557fc2c890a16ed424c77d	Diptera	58	0	0
